reviews/fi/stud/conllu/review_beauty_12_4.fi.conllu	3	1	3	7	4	0	0	7	0	0	6	4	7	1	0	4	0	0	
reviews/fi/stud/conllu/review_beauty_14_5.fi.conllu	6	0	4	4	5	0	0	15	0	0	2	0	8	2	0	6	0	0	
reviews/fi/stud/conllu/review_beauty_17_5.fi.conllu	0	0	5	3	2	0	0	5	0	0	6	2	11	2	0	13	0	0	
reviews/fi/stud/conllu/review_beauty_18_5.fi.conllu	0	0	2	5	1	0	0	13	3	0	1	1	6	2	0	7	0	1	
reviews/fi/stud/conllu/review_beauty_21_5.fi.conllu	9	0	1	6	2	0	0	14	1	0	4	0	8	0	0	5	0	0	
reviews/fi/stud/conllu/review_beauty_25_5.fi.conllu	4	0	5	6	4	0	0	5	1	0	7	1	4	0	0	5	0	0	
reviews/fi/stud/conllu/review_beauty_53_1.fi.conllu	4	1	13	8	4	0	0	18	2	0	4	2	13	2	0	14	0	0	
reviews/fi/stud/conllu/review_beauty_58_1.fi.conllu	4	0	1	10	4	0	0	13	0	0	7	1	10	1	0	5	0	0	
reviews/fi/stud/conllu/review_beauty_62_1.fi.conllu	5	0	4	5	1	0	0	8	1	0	5	3	8	1	0	10	2	1	
reviews/fi/stud/conllu/review_beauty_6_5.fi.conllu	14	0	4	7	3	0	0	19	1	0	0	0	12	1	0	5	0	0	
reviews/fi/stud/conllu/review_beauty_82_1.fi.conllu	6	0	3	4	4	0	0	14	0	0	4	0	6	1	0	7	0	0	
reviews/fi/stud/conllu/review_beauty_87_1.fi.conllu	4	0	4	4	1	0	0	11	2	0	6	3	7	0	0	8	0	0	
reviews/fi/stud/conllu/review_beauty_88_1.fi.conllu	6	0	5	13	1	0	0	9	0	0	4	5	10	1	0	9	0	0	
reviews/fi/stud/conllu/review_beauty_93_1.fi.conllu	4	0	4	5	1	0	1	15	0	0	4	7	14	2	3	5	2	0	
reviews/fi/stud/conllu/review_books_11_5.fi.conllu	7	0	2	0	1	0	0	9	0	0	2	10	12	1	0	4	0	0	
reviews/fi/stud/conllu/review_books_14_4.fi.conllu	2	1	3	4	3	0	0	15	0	0	8	0	8	1	0	6	0	0	
reviews/fi/stud/conllu/review_books_16_1.fi.conllu	4	0	4	7	1	0	0	11	0	0	1	0	9	2	0	7	0	0	
reviews/fi/stud/conllu/review_books_172_1.fi.conllu	6	1	5	8	3	0	0	14	1	0	4	2	6	0	0	8	0	0	
reviews/fi/stud/conllu/review_books_18_4.fi.conllu	7	1	8	5	1	0	0	18	1	0	9	5	14	1	0	14	0	0	
reviews/fi/stud/conllu/review_books_19_4.fi.conllu	7	2	4	5	2	0	0	22	2	0	6	4	11	3	0	10	0	0	
reviews/fi/stud/conllu/review_books_1_4.fi.conllu	4	1	6	1	1	0	0	10	1	0	2	5	6	0	0	7	0	0	
reviews/fi/stud/conllu/review_books_233_1.fi.conllu	2	0	3	5	2	0	0	13	0	0	6	2	9	1	0	9	0	0	
reviews/fi/stud/conllu/review_books_268_2.fi.conllu	5	1	6	7	4	0	0	14	0	0	8	1	9	3	0	14	0	0	
reviews/fi/stud/conllu/review_books_302_2.fi.conllu	10	1	7	6	4	0	0	19	0	0	11	0	12	2	0	11	0	0	
reviews/fi/stud/conllu/review_books_311_1.fi.conllu	2	0	9	6	2	0	0	15	0	0	7	3	9	0	0	9	0	0	
reviews/fi/stud/conllu/review_books_5_5.fi.conllu	5	1	5	7	1	0	0	12	2	0	5	0	9	3	0	6	0	0	
reviews/fi/stud/conllu/review_books_77_2.fi.conllu	7	1	4	4	2	0	0	8	0	0	9	2	11	4	0	13	0	0	
