./reviews/fi/mt/conllu/review_beauty_12_4_MT-FI.conllu	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	
./reviews/fi/mt/conllu/review_beauty_14_5_MT-FI.conllu	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	2	
./reviews/fi/mt/conllu/review_beauty_17_5_MT-FI.conllu	1	0	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
./reviews/fi/mt/conllu/review_beauty_18_5_MT-FI.conllu	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	
./reviews/fi/mt/conllu/review_beauty_21_5_MT-FI.conllu	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	1	
./reviews/fi/mt/conllu/review_beauty_25_5_MT-FI.conllu	1	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	
./reviews/fi/mt/conllu/review_beauty_53_1_MT-FI.conllu	1	0	1	0	0	1	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	2	2	1	
./reviews/fi/mt/conllu/review_beauty_58_1_MT-FI.conllu	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
./reviews/fi/mt/conllu/review_beauty_62_1_MT-FI.conllu	2	0	2	0	1	0	0	0	2	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	
./reviews/fi/mt/conllu/review_beauty_6_5_MT-FI.conllu	4	0	1	0	0	1	2	0	0	0	1	0	1	0	2	0	0	0	0	3	1	0	0	0	0	
./reviews/fi/mt/conllu/review_beauty_82_1_MT-FI.conllu	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
./reviews/fi/mt/conllu/review_beauty_87_1_MT-FI.conllu	2	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	
./reviews/fi/mt/conllu/review_beauty_88_1_MT-FI.conllu	1	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	
./reviews/fi/mt/conllu/review_beauty_93_1_MT-FI.conllu	3	0	3	0	1	0	2	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	
./reviews/fi/mt/conllu/review_books_11_5_MT-FI.conllu	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
./reviews/fi/mt/conllu/review_books_14_4_MT-FI.conllu	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	
./reviews/fi/mt/conllu/review_books_16_1_MT-FI.conllu	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
./reviews/fi/mt/conllu/review_books_172_1_MT-FI.conllu	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
./reviews/fi/mt/conllu/review_books_18_4_MT-FI.conllu	1	0	1	0	1	0	1	0	1	0	0	0	1	2	1	0	0	0	0	1	0	2	2	0	0	
./reviews/fi/mt/conllu/review_books_19_4_MT-FI.conllu	2	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	2	0	1	0	0	
./reviews/fi/mt/conllu/review_books_1_4_MT-FI.conllu	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	
./reviews/fi/mt/conllu/review_books_233_1_MT-FI.conllu	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	
