reviews/fi/prof/conllu/review_beauty_12_4.fi.conllu	3	1	3	6	4	0	0	10	0	0	3	1	6	2	0	4	0	0	
reviews/fi/prof/conllu/review_beauty_14_5.fi.conllu	5	0	7	2	5	0	0	14	0	0	1	0	6	2	0	9	0	0	
reviews/fi/prof/conllu/review_beauty_17_5.fi.conllu	2	0	5	4	2	0	0	6	0	0	6	2	9	0	0	9	0	0	
reviews/fi/prof/conllu/review_beauty_18_5.fi.conllu	5	0	3	6	1	0	0	11	2	0	2	1	8	2	0	4	0	1	
reviews/fi/prof/conllu/review_beauty_21_5.fi.conllu	9	2	2	8	3	0	0	13	1	0	5	0	7	0	0	4	0	0	
reviews/fi/prof/conllu/review_beauty_25_5.fi.conllu	2	0	9	4	4	0	0	9	1	0	5	1	6	0	0	8	0	0	
reviews/fi/prof/conllu/review_beauty_53_1.fi.conllu	8	1	11	8	4	0	0	19	1	0	1	3	12	0	0	10	0	0	
reviews/fi/prof/conllu/review_beauty_58_1.fi.conllu	5	0	2	11	2	0	0	11	0	0	5	3	11	1	0	8	0	0	
reviews/fi/prof/conllu/review_beauty_62_1.fi.conllu	2	0	3	6	1	0	0	11	0	0	4	4	8	2	0	9	0	1	
reviews/fi/prof/conllu/review_beauty_6_5.fi.conllu	13	1	2	6	3	0	0	16	0	0	3	0	9	0	0	5	0	0	
reviews/fi/prof/conllu/review_beauty_82_1.fi.conllu	3	1	4	5	4	0	0	13	0	0	5	0	10	2	0	8	0	0	
reviews/fi/prof/conllu/review_beauty_87_1.fi.conllu	5	0	7	4	1	0	0	11	1	0	6	2	9	0	0	9	0	0	
reviews/fi/prof/conllu/review_beauty_88_1.fi.conllu	4	0	3	14	1	0	0	10	0	0	4	5	10	1	0	7	0	1	
reviews/fi/prof/conllu/review_beauty_93_1.fi.conllu	5	0	5	5	1	0	0	10	0	0	3	4	13	3	4	10	1	0	
reviews/fi/prof/conllu/review_books_11_5.fi.conllu	1	0	4	1	1	0	0	7	0	0	5	10	12	2	0	5	0	0	
reviews/fi/prof/conllu/review_books_14_4.fi.conllu	5	0	1	5	2	0	0	13	0	0	5	0	7	1	0	6	0	0	
reviews/fi/prof/conllu/review_books_16_1.fi.conllu	4	1	3	8	2	0	0	9	0	0	6	0	8	1	0	8	0	0	
reviews/fi/prof/conllu/review_books_172_1.fi.conllu	3	0	6	7	2	0	0	15	1	0	4	0	7	1	0	8	0	0	
reviews/fi/prof/conllu/review_books_18_4.fi.conllu	6	0	8	4	3	0	0	16	1	0	9	3	10	2	0	13	0	0	
reviews/fi/prof/conllu/review_books_19_4.fi.conllu	8	1	4	5	2	0	0	21	2	0	3	4	7	3	0	9	0	1	
reviews/fi/prof/conllu/review_books_1_4.fi.conllu	4	0	6	2	3	0	0	12	1	0	2	4	6	1	0	7	0	0	
reviews/fi/prof/conllu/review_books_233_1.fi.conllu	1	1	4	4	3	0	0	11	0	0	4	2	9	3	0	9	0	1	
reviews/fi/prof/conllu/review_books_268_2.fi.conllu	6	0	2	9	4	0	0	12	0	0	8	1	11	3	0	11	0	2	
reviews/fi/prof/conllu/review_books_302_2.fi.conllu	7	2	10	4	4	0	0	16	0	0	7	0	12	2	0	13	0	0	
reviews/fi/prof/conllu/review_books_311_1.fi.conllu	3	0	7	6	3	0	0	21	0	0	5	4	10	2	0	10	0	0	
reviews/fi/prof/conllu/review_books_5_5.fi.conllu	3	2	3	11	1	0	0	12	2	0	6	0	9	4	0	7	0	1	
reviews/fi/prof/conllu/review_books_77_2.fi.conllu	3	0	5	3	3	0	0	8	0	0	7	2	11	4	0	16	0	0	
reviews/fi/prof/conllu/review_books_8_4.fi.conllu	6	1	1	6	3	0	0	13	0	0	9	5	10	1	0	9	0	0	
reviews/fi/prof/conllu/review_cd+vinyl_107_2.fi.conllu	5	0	5	4	1	0	0	8	1	0	1	5	7	0	0	9	0	0	
reviews/fi/prof/conllu/review_cd+vinyl_110_1.fi.conllu	3	0	4	5	3	0	1	12	4	0	2	4	7	0	0	8	0	0	
reviews/fi/prof/conllu/review_cd+vinyl_113_2.fi.conllu	0	0	4	2	0	0	0	7	1	0	1	11	7	0	0	4	1	0	
reviews/fi/prof/conllu/review_cd+vinyl_12_5.fi.conllu	3	1	6	3	0	0	0	7	1	0	7	4	7	1	4	3	0	0	
reviews/fi/prof/conllu/review_cd+vinyl_152_2.fi.conllu	2	0	2	8	3	0	0	10	0	0	6	7	7	1	0	5	0	0	
reviews/fi/prof/conllu/review_cd+vinyl_156_2.fi.conllu	2	0	1	6	3	0	0	9	0	0	7	8	7	1	0	6	0	0	
reviews/fi/prof/conllu/review_cd+vinyl_159_2.fi.conllu	3	1	4	10	1	0	0	12	3	0	9	4	13	3	0	13	0	0	
reviews/fi/prof/conllu/review_cd+vinyl_164_1.fi.conllu	3	0	5	4	3	0	0	13	0	0	7	4	12	0	0	11	0	0	
reviews/fi/prof/conllu/review_cd+vinyl_16_5.fi.conllu	0	0	12	9	5	0	1	8	0	0	12	3	21	5	0	20	0	0	
reviews/fi/prof/conllu/review_cd+vinyl_17_5.fi.conllu	2	1	9	1	2	0	0	9	0	0	7	2	7	0	0	6	0	0	
reviews/fi/prof/conllu/review_cd+vinyl_23_5.fi.conllu	7	1	1	7	5	0	0	11	1	0	11	0	14	2	0	8	0	0	
reviews/fi/prof/conllu/review_cd+vinyl_25_5.fi.conllu	5	1	7	2	3	0	0	10	1	0	10	0	10	2	0	9	0	0	
reviews/fi/prof/conllu/review_cd+vinyl_7_5.fi.conllu	5	0	3	2	2	0	0	10	1	0	1	7	6	1	0	5	0	0	
reviews/fi/prof/conllu/review_cd+vinyl_8_5.fi.conllu	1	1	5	2	2	0	0	10	0	0	6	0	5	3	0	9	0	0	
reviews/fi/prof/conllu/review_cell-phones+accessories_102_1.fi.conllu	7	0	5	9	4	0	0	13	0	0	6	7	13	4	1	16	0	0	
reviews/fi/prof/conllu/review_cell-phones+accessories_105_2.fi.conllu	2	3	9	4	7	0	0	11	0	0	7	1	5	3	0	10	0	0	
reviews/fi/prof/conllu/review_cell-phones+accessories_117_1.fi.conllu	1	2	8	3	3	0	0	6	3	0	4	1	7	1	0	10	0	0	
reviews/fi/prof/conllu/review_cell-phones+accessories_127_1.fi.conllu	5	0	3	4	2	0	0	8	0	0	5	0	7	0	0	6	0	0	
reviews/fi/prof/conllu/review_cell-phones+accessories_12_5.fi.conllu	4	0	3	6	3	0	0	18	0	0	7	2	11	0	0	9	0	0	
reviews/fi/prof/conllu/review_cell-phones+accessories_132_1.fi.conllu	4	1	10	3	3	0	0	6	1	0	1	1	4	2	0	9	0	1	
reviews/fi/prof/conllu/review_cell-phones+accessories_13_5.fi.conllu	2	1	8	3	2	0	0	11	1	0	5	0	6	1	3	10	0	0	
reviews/fi/prof/conllu/review_cell-phones+accessories_25_4.fi.conllu	2	1	6	5	1	0	0	6	0	0	9	0	7	2	0	8	0	0	
reviews/fi/prof/conllu/review_cell-phones+accessories_28_4.fi.conllu	3	1	10	8	6	0	0	18	3	0	9	1	13	5	0	11	0	0	
reviews/fi/prof/conllu/review_cell-phones+accessories_40_4.fi.conllu	4	1	3	1	0	0	0	16	4	0	1	3	16	1	2	7	0	0	
reviews/fi/prof/conllu/review_cell-phones+accessories_47_1.fi.conllu	4	1	4	3	4	0	0	9	1	0	5	0	5	0	0	10	0	0	
reviews/fi/prof/conllu/review_cell-phones+accessories_4_4.fi.conllu	6	1	3	7	3	0	0	8	0	0	1	0	8	3	0	6	0	0	
reviews/fi/prof/conllu/review_cell-phones+accessories_57_5.fi.conllu	9	0	6	4	3	0	0	10	0	0	1	0	13	2	0	9	0	0	
reviews/fi/prof/conllu/review_cell-phones+accessories_64_2.fi.conllu	4	0	10	5	2	0	0	9	0	0	1	0	8	2	0	9	0	0	
reviews/fi/prof/conllu/review_grocery+gourmet-food_11_5.fi.conllu	6	0	9	0	1	0	0	10	0	0	7	3	7	1	0	10	0	0	
reviews/fi/prof/conllu/review_grocery+gourmet-food_13_5.fi.conllu	8	0	6	7	2	0	1	6	0	0	3	1	11	3	0	6	0	0	
reviews/fi/prof/conllu/review_grocery+gourmet-food_147_2.fi.conllu	9	1	5	5	2	0	0	21	3	0	5	8	11	2	0	9	0	0	
reviews/fi/prof/conllu/review_grocery+gourmet-food_167_2.fi.conllu	3	0	1	4	2	0	0	12	0	0	6	1	7	2	0	8	0	0	
reviews/fi/prof/conllu/review_grocery+gourmet-food_16_4.fi.conllu	6	0	7	5	3	0	0	13	1	0	6	1	10	2	0	7	0	0	
reviews/fi/prof/conllu/review_grocery+gourmet-food_175_2.fi.conllu	5	0	5	9	2	0	0	5	0	0	8	0	7	0	0	6	0	0	
reviews/fi/prof/conllu/review_grocery+gourmet-food_18_5.fi.conllu	7	1	5	5	4	0	0	11	2	0	6	0	10	0	0	7	0	0	
reviews/fi/prof/conllu/review_grocery+gourmet-food_20_4.fi.conllu	6	0	6	4	1	0	0	6	0	0	8	0	9	1	0	10	0	0	
reviews/fi/prof/conllu/review_grocery+gourmet-food_340_1.fi.conllu	5	0	5	3	2	0	0	4	0	0	6	1	12	0	0	7	0	0	
reviews/fi/prof/conllu/review_grocery+gourmet-food_355_1.fi.conllu	6	0	2	4	1	0	0	9	0	0	6	1	5	2	0	5	0	0	
