reviews/en/conllu/review_beauty_12_4.conllu	4	6	2	5	3	6	0	9	0	2	6	3	4	2	0	5	0	0	
reviews/en/conllu/review_beauty_14_5.conllu	6	5	5	5	5	5	0	12	0	0	6	0	6	3	0	6	0	0	
reviews/en/conllu/review_beauty_17_5.conllu	2	3	4	2	2	5	0	11	0	5	11	2	8	0	0	12	0	0	
reviews/en/conllu/review_beauty_18_5.conllu	3	6	1	5	0	3	0	18	1	1	6	1	7	2	0	6	1	0	
reviews/en/conllu/review_beauty_21_5.conllu	8	6	2	9	2	4	0	14	1	0	10	0	8	0	0	5	0	0	
reviews/en/conllu/review_beauty_25_5.conllu	7	3	5	7	4	3	0	6	2	3	7	1	4	0	1	6	0	0	
reviews/en/conllu/review_beauty_53_1.conllu	12	7	9	8	4	4	1	17	1	4	4	5	12	0	0	9	0	0	
reviews/en/conllu/review_beauty_58_1.conllu	3	2	2	7	4	9	0	14	0	4	14	2	9	1	0	8	0	0	
reviews/en/conllu/review_beauty_62_1.conllu	7	3	5	2	2	4	1	9	1	2	5	4	8	0	0	7	0	0	
reviews/en/conllu/review_beauty_6_5.conllu	16	6	4	7	3	12	0	18	0	1	5	0	8	2	0	4	0	0	
reviews/en/conllu/review_beauty_82_1.conllu	3	3	3	6	4	6	0	8	1	4	8	0	5	3	0	11	0	0	
reviews/en/conllu/review_beauty_87_1.conllu	7	5	3	5	1	5	0	10	3	0	4	3	7	0	0	7	0	0	
reviews/en/conllu/review_beauty_88_1.conllu	11	4	2	8	1	3	1	10	0	2	8	5	9	1	0	6	0	0	
reviews/en/conllu/review_beauty_93_1.conllu	8	8	2	3	1	7	1	12	2	1	4	8	13	2	1	5	0	0	
reviews/en/conllu/review_books_11_5.conllu	3	6	4	2	1	6	0	11	0	0	4	5	14	1	0	9	0	0	
reviews/en/conllu/review_books_14_4.conllu	3	6	1	6	1	6	0	16	0	3	2	0	6	2	0	9	0	0	
reviews/en/conllu/review_books_16_1.conllu	4	4	4	6	1	6	0	8	1	5	4	0	7	3	3	8	0	0	
reviews/en/conllu/review_books_172_1.conllu	4	8	6	7	2	10	0	13	1	4	5	4	8	1	0	6	0	0	
reviews/en/conllu/review_books_18_4.conllu	8	9	6	6	3	8	0	16	1	3	9	3	6	5	0	11	0	0	
reviews/en/conllu/review_books_19_4.conllu	10	11	4	3	2	10	0	19	2	6	5	4	10	3	0	12	0	0	
reviews/en/conllu/review_books_1_4.conllu	5	5	7	2	1	6	0	12	0	2	6	5	6	1	0	6	0	0	
reviews/en/conllu/review_books_233_1.conllu	5	9	0	3	3	5	0	12	1	1	8	2	5	2	0	9	0	0	
reviews/en/conllu/review_books_268_2.conllu	6	6	4	6	4	12	0	16	0	5	13	1	8	4	0	10	0	0	
reviews/en/conllu/review_books_302_2.conllu	11	8	6	2	4	11	0	18	0	2	6	0	6	2	0	13	0	0	
reviews/en/conllu/review_books_311_1.conllu	2	10	5	7	2	12	0	19	0	3	5	3	9	1	0	13	1	0	
reviews/en/conllu/review_books_5_5.conllu	9	3	4	6	1	5	0	9	2	4	10	0	7	3	0	10	0	0	
reviews/en/conllu/review_books_77_2.conllu	6	8	4	10	2	8	0	11	0	2	17	1	7	4	0	12	0	0	
reviews/en/conllu/review_books_8_4.conllu	5	3	1	8	3	7	0	12	1	2	10	5	7	2	0	11	0	0	
reviews/en/conllu/review_cd+vinyl_107_2.conllu	6	9	3	6	1	9	0	14	1	3	4	2	5	3	0	6	0	0	
reviews/en/conllu/review_cd+vinyl_110_1.conllu	5	8	2	2	1	8	1	11	4	2	4	4	12	0	2	8	0	0	
reviews/en/conllu/review_cd+vinyl_113_2.conllu	6	7	3	2	0	10	0	18	2	1	1	7	11	0	0	1	0	0	
reviews/en/conllu/review_cd+vinyl_12_5.conllu	3	7	3	3	2	6	0	8	4	1	6	6	7	3	2	4	0	0	
reviews/en/conllu/review_cd+vinyl_152_2.conllu	3	3	3	4	3	7	0	8	0	3	5	7	9	2	0	6	0	0	
reviews/en/conllu/review_cd+vinyl_156_2.conllu	1	3	4	4	3	7	0	8	0	3	5	8	9	2	0	6	0	0	
reviews/en/conllu/review_cd+vinyl_159_2.conllu	4	5	7	10	3	9	0	17	3	7	13	3	13	2	0	16	0	0	
reviews/en/conllu/review_cd+vinyl_164_1.conllu	5	4	5	4	3	7	0	8	0	3	5	5	10	0	0	7	0	0	
reviews/en/conllu/review_cd+vinyl_16_5.conllu	3	9	7	5	4	4	1	8	0	3	19	6	16	1	0	17	0	0	
reviews/en/conllu/review_cd+vinyl_17_5.conllu	4	4	3	4	1	10	0	8	0	1	5	4	6	2	0	8	0	0	
reviews/en/conllu/review_cd+vinyl_23_5.conllu	7	9	2	7	5	6	0	11	1	2	11	1	12	4	0	11	0	0	
reviews/en/conllu/review_cd+vinyl_25_5.conllu	6	5	3	3	5	4	0	12	1	0	14	0	9	1	0	9	0	0	
reviews/en/conllu/review_cd+vinyl_7_5.conllu	7	6	3	5	2	4	0	9	1	2	6	7	7	0	1	4	0	0	
