./reviews/ru/stud/conllu/review_beauty_12_4.conllu	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	
./reviews/ru/stud/conllu/review_beauty_14_5.conllu	2	2	1	1	0	3	0	1	0	1	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	
./reviews/ru/stud/conllu/review_beauty_17_5.conllu	0	0	2	0	0	0	0	1	1	0	3	1	1	2	0	3	0	0	0	0	0	0	0	0	0	
./reviews/ru/stud/conllu/review_beauty_18_5.conllu	1	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	
./reviews/ru/stud/conllu/review_beauty_21_5.conllu	3	2	0	1	0	1	0	0	1	1	3	0	0	2	2	0	0	0	0	0	1	0	0	0	0	
./reviews/ru/stud/conllu/review_beauty_25_5.conllu	2	1	0	0	0	0	0	1	0	1	1	0	1	1	1	2	0	1	1	0	0	0	0	0	0	
./reviews/ru/stud/conllu/review_beauty_53_1.conllu	3	2	1	1	0	1	2	2	1	1	1	2	0	0	3	0	1	0	0	0	0	0	1	1	0	
./reviews/ru/stud/conllu/review_beauty_58_1.conllu	1	0	0	1	2	1	2	1	2	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	2	
./reviews/ru/stud/conllu/review_beauty_62_1.conllu	2	0	0	0	1	1	1	1	0	0	1	2	0	0	1	1	0	0	0	0	0	0	1	0	0	
./reviews/ru/stud/conllu/review_beauty_6_5.conllu	4	0	0	2	1	0	1	1	0	1	1	1	1	1	2	1	0	1	0	0	1	0	1	0	0	
./reviews/ru/stud/conllu/review_beauty_82_1.conllu	3	0	2	1	1	0	1	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	
./reviews/ru/stud/conllu/review_beauty_87_1.conllu	2	0	1	1	1	0	1	1	0	1	1	2	0	0	0	1	0	0	0	0	0	0	0	1	0	
./reviews/ru/stud/conllu/review_beauty_88_1.conllu	5	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	2	0	1	1	0	
./reviews/ru/stud/conllu/review_beauty_93_1.conllu	2	1	0	2	2	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	
./reviews/ru/stud/conllu/review_books_11_5.conllu	2	1	1	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	
./reviews/ru/stud/conllu/review_books_14_4.conllu	1	1	1	0	0	2	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	
./reviews/ru/stud/conllu/review_books_16_1.conllu	0	1	2	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	
./reviews/ru/stud/conllu/review_books_172_1.conllu	1	2	0	0	0	2	0	1	0	1	0	2	0	0	1	1	0	0	1	0	1	0	0	0	0	
./reviews/ru/stud/conllu/review_books_18_4.conllu	2	1	0	0	0	2	0	1	2	2	1	1	1	1	0	0	0	1	2	0	1	0	1	1	0	
./reviews/ru/stud/conllu/review_books_19_4.conllu	4	2	0	4	1	2	2	1	1	1	1	0	0	1	1	1	1	2	0	0	1	0	1	0	2	
./reviews/ru/stud/conllu/review_books_1_4.conllu	1	2	1	1	0	2	0	1	0	0	2	2	1	0	0	2	0	0	0	0	1	0	0	0	0	
./reviews/ru/stud/conllu/review_books_233_1.conllu	1	1	1	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	
./reviews/ru/stud/conllu/review_books_268_2.conllu	1	1	2	0	1	1	0	2	2	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	
./reviews/ru/stud/conllu/review_books_302_2.conllu	3	2	1	1	2	1	1	2	1	0	2	1	0	0	1	1	0	0	0	0	0	0	0	1	1	
./reviews/ru/stud/conllu/review_books_311_1.conllu	2	1	0	2	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	
./reviews/ru/stud/conllu/review_books_5_5.conllu	2	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	
./reviews/ru/stud/conllu/review_books_77_2.conllu	2	0	1	0	1	0	0	1	1	0	2	0	0	0	2	1	0	0	0	0	0	0	1	1	0	
./reviews/ru/stud/conllu/review_books_8_4.conllu	1	0	1	2	1	1	0	2	1	0	1	2	0	1	0	1	0	0	1	0	0	0	0	0	0	
./reviews/ru/stud/conllu/review_cd+vinyl_107_2.conllu	2	0	2	1	0	0	1	2	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	
./reviews/ru/stud/conllu/review_cd+vinyl_110_1.conllu	1	2	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
./reviews/ru/stud/conllu/review_cd+vinyl_113_2.conllu	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	
./reviews/ru/stud/conllu/review_cd+vinyl_12_5.conllu	1	0	0	1	0	1	0	4	0	0	0	3	0	0	0	1	0	1	1	0	0	0	0	0	0	
./reviews/ru/stud/conllu/review_cd+vinyl_152_2.conllu	0	1	2	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	
./reviews/ru/stud/conllu/review_cd+vinyl_156_2.conllu	0	1	2	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	
./reviews/ru/stud/conllu/review_cd+vinyl_159_2.conllu	2	0	2	0	1	0	1	0	2	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	
