reviews/ru/prof/conllu/review_beauty_12_4.conllu	1	4	3	0	3	1	0	5	0	4	7	3	10	0	0	8	0	0	
reviews/ru/prof/conllu/review_beauty_14_5.conllu	3	4	3	0	5	2	1	11	0	3	1	0	10	2	0	7	0	0	
reviews/ru/prof/conllu/review_beauty_17_5.conllu	3	4	4	0	2	4	0	7	0	4	7	2	10	0	0	11	0	0	
reviews/ru/prof/conllu/review_beauty_18_5.conllu	7	6	3	0	3	1	0	11	1	2	5	3	15	1	0	8	0	0	
reviews/ru/prof/conllu/review_beauty_21_5.conllu	11	4	2	0	3	0	0	12	1	3	9	0	10	0	0	6	0	0	
reviews/ru/prof/conllu/review_beauty_25_5.conllu	4	5	7	0	4	2	0	7	2	3	7	1	7	0	0	8	0	0	
reviews/ru/prof/conllu/review_beauty_53_1.conllu	10	7	9	2	6	1	0	17	2	6	7	5	20	4	0	15	0	0	
reviews/ru/prof/conllu/review_beauty_58_1.conllu	6	1	4	1	4	2	0	14	0	6	5	2	16	2	0	9	0	0	
reviews/ru/prof/conllu/review_beauty_62_1.conllu	7	4	3	0	3	1	0	9	0	5	3	5	9	1	0	9	0	0	
reviews/ru/prof/conllu/review_beauty_6_5.conllu	13	5	5	1	3	3	0	16	3	2	2	0	15	2	0	5	0	0	
reviews/ru/prof/conllu/review_beauty_82_1.conllu	4	4	5	0	4	1	0	10	1	3	8	0	16	4	0	9	0	0	
reviews/ru/prof/conllu/review_beauty_87_1.conllu	7	3	2	0	1	5	0	12	2	2	5	3	14	0	0	7	0	0	
reviews/ru/prof/conllu/review_beauty_88_1.conllu	10	1	4	1	2	2	0	14	0	5	8	6	11	3	0	6	0	0	
reviews/ru/prof/conllu/review_beauty_93_1.conllu	6	3	1	0	2	3	0	14	1	5	2	7	19	4	0	7	0	0	
reviews/ru/prof/conllu/review_books_11_5.conllu	8	5	2	0	2	3	0	14	0	0	7	11	21	3	0	8	0	0	
reviews/ru/prof/conllu/review_books_14_4.conllu	6	3	3	0	2	1	0	14	0	2	2	0	8	0	0	8	0	0	
reviews/ru/prof/conllu/review_books_16_1.conllu	3	1	3	1	2	2	0	8	0	6	3	0	10	3	0	11	0	0	
reviews/ru/prof/conllu/review_books_172_1.conllu	5	6	4	1	3	5	0	14	1	6	3	3	10	0	0	4	0	0	
reviews/ru/prof/conllu/review_books_18_4.conllu	7	4	7	0	4	2	0	11	1	1	8	4	16	5	0	16	0	0	
reviews/ru/prof/conllu/review_books_19_4.conllu	8	9	8	1	3	3	0	22	2	3	11	6	24	4	0	16	0	0	
reviews/ru/prof/conllu/review_books_1_4.conllu	5	7	2	0	1	5	0	15	0	2	4	4	9	2	0	7	0	0	
