reviews/hr/mt/conllu/LanBridge_review_beauty_12_4.conllu	3	7	2	5	3	7	0	6	0	3	2	3	4	0	0	5	0	0	
reviews/hr/mt/conllu/LanBridge_review_beauty_14_5.conllu	7	4	5	4	5	2	0	13	0	1	0	0	6	2	0	5	0	0	
reviews/hr/mt/conllu/LanBridge_review_beauty_17_5.conllu	7	1	4	1	2	4	0	9	0	1	3	0	8	2	0	13	0	0	
reviews/hr/mt/conllu/LanBridge_review_beauty_18_5.conllu	7	7	1	4	1	2	0	16	1	1	1	1	6	4	0	5	0	0	
reviews/hr/mt/conllu/LanBridge_review_beauty_21_5.conllu	9	4	2	7	2	5	0	14	1	0	2	0	7	0	0	6	0	0	
reviews/hr/mt/conllu/LanBridge_review_beauty_25_5.conllu	6	2	5	3	4	4	0	6	1	2	1	1	5	1	0	7	0	0	
reviews/hr/mt/conllu/LanBridge_review_beauty_53_1.conllu	14	4	10	8	5	0	0	19	2	4	1	2	12	3	0	7	0	0	
reviews/hr/mt/conllu/LanBridge_review_beauty_58_1.conllu	3	2	2	7	4	7	0	15	0	1	3	2	8	2	0	8	0	0	
reviews/hr/mt/conllu/LanBridge_review_beauty_62_1.conllu	8	3	2	2	2	5	0	8	1	4	5	4	8	1	0	9	0	0	
reviews/hr/mt/conllu/LanBridge_review_beauty_6_5.conllu	16	3	7	10	4	4	0	12	0	0	1	0	10	2	0	6	0	0	
reviews/hr/mt/conllu/LanBridge_review_beauty_82_1.conllu	4	3	3	9	4	5	1	12	1	1	4	0	6	3	0	7	0	0	
reviews/hr/mt/conllu/LanBridge_review_beauty_87_1.conllu	8	3	2	2	1	4	0	10	3	3	1	3	7	0	0	8	0	0	
reviews/hr/mt/conllu/LanBridge_review_beauty_88_1.conllu	13	1	5	11	1	7	0	8	0	0	1	5	10	1	0	10	0	0	
reviews/hr/mt/conllu/LanBridge_review_beauty_93_1.conllu	11	4	3	5	1	2	0	11	1	2	1	6	15	3	0	6	0	0	
reviews/hr/mt/conllu/LanBridge_review_books_11_5.conllu	6	4	1	1	1	1	0	11	0	0	0	0	13	1	0	5	10	0	
reviews/hr/mt/conllu/LanBridge_review_books_14_4.conllu	3	5	3	3	1	2	0	15	0	1	1	0	6	2	0	5	0	0	
reviews/hr/mt/conllu/LanBridge_review_books_16_1.conllu	4	4	1	5	2	3	0	9	1	4	1	1	6	4	0	8	0	0	
reviews/hr/mt/conllu/LanBridge_review_books_172_1.conllu	4	6	7	8	2	4	0	14	1	1	2	3	8	1	0	6	0	0	
reviews/hr/mt/conllu/LanBridge_review_books_18_4.conllu	6	7	7	6	3	6	0	14	1	0	3	4	7	5	0	12	0	0	
reviews/hr/mt/conllu/LanBridge_review_books_19_4.conllu	13	9	7	7	3	6	0	18	2	1	2	2	8	5	0	10	1	0	
reviews/hr/mt/conllu/LanBridge_review_books_1_4.conllu	5	4	6	1	1	5	0	12	0	1	1	3	6	2	0	7	0	0	
reviews/hr/mt/conllu/LanBridge_review_books_233_1.conllu	5	6	3	6	3	4	0	11	1	0	2	3	6	0	0	9	0	0	
reviews/hr/mt/conllu/LanBridge_review_books_268_2.conllu	11	5	6	15	4	5	0	14	0	1	4	0	9	2	0	10	0	0	
reviews/hr/mt/conllu/LanBridge_review_books_302_2.conllu	11	4	5	2	4	5	0	18	0	3	6	0	9	2	0	12	0	0	
reviews/hr/mt/conllu/LanBridge_review_books_311_1.conllu	3	9	7	8	2	3	0	20	0	2	3	4	10	1	0	9	0	0	
reviews/hr/mt/conllu/LanBridge_review_books_5_5.conllu	8	2	5	9	1	1	0	9	2	0	6	0	7	3	0	9	0	0	
reviews/hr/mt/conllu/LanBridge_review_books_77_2.conllu	6	5	7	10	2	5	0	10	0	0	5	1	9	5	0	10	0	0	
reviews/hr/mt/conllu/LanBridge_review_books_8_4.conllu	4	3	2	13	3	4	0	14	1	1	3	2	9	1	0	11	2	0	
reviews/hr/mt/conllu/LanBridge_review_cd+vinyl_107_2.conllu	6	6	2	8	1	3	0	13	1	0	1	2	5	3	0	6	0	0	
reviews/hr/mt/conllu/LanBridge_review_cd+vinyl_110_1.conllu	6	9	2	3	1	2	2	14	4	0	1	4	9	1	0	5	0	0	
reviews/hr/mt/conllu/LanBridge_review_cd+vinyl_113_2.conllu	6	7	7	3	0	1	0	17	2	1	0	2	10	0	0	1	5	0	
reviews/hr/mt/conllu/LanBridge_review_cd+vinyl_12_5.conllu	4	4	4	5	0	5	0	7	2	0	1	4	7	2	0	6	4	0	
reviews/hr/mt/conllu/LanBridge_review_cd+vinyl_152_2.conllu	3	3	3	4	5	4	0	10	0	0	1	3	9	2	0	6	3	0	
reviews/hr/mt/conllu/LanBridge_review_cd+vinyl_156_2.conllu	4	3	3	4	4	4	0	12	0	0	2	2	9	2	0	6	0	0	
