reviews/hr/stud/conllu/review_beauty_12_4.hr.conllu	0.854	0.780	0.293	0.529	41
reviews/hr/stud/conllu/review_beauty_14_5.hr.conllu	0.750	0.717	0.203	0.429	59
reviews/hr/stud/conllu/review_beauty_17_5.hr.conllu	0.631	0.569	0.200	0.418	65
reviews/hr/stud/conllu/review_beauty_18_5.hr.conllu	0.745	0.709	0.226	0.516	53
reviews/hr/stud/conllu/review_beauty_21_5.hr.conllu	0.710	0.661	0.177	0.569	62
reviews/hr/stud/conllu/review_beauty_25_5.hr.conllu	0.857	0.816	0.265	0.426	49
reviews/hr/stud/conllu/review_beauty_53_1.hr.conllu	0.830	0.766	0.161	0.445	93
reviews/hr/stud/conllu/review_beauty_58_1.hr.conllu	0.708	0.677	0.188	0.480	64
reviews/hr/stud/conllu/review_beauty_62_1.hr.conllu	0.745	0.691	0.236	0.507	55
reviews/hr/stud/conllu/review_beauty_6_5.hr.conllu	0.689	0.635	0.162	0.360	74
reviews/hr/stud/conllu/review_beauty_82_1.hr.conllu	0.800	0.729	0.237	0.507	59
reviews/hr/stud/conllu/review_beauty_87_1.hr.conllu	0.825	0.737	0.236	0.523	55
reviews/hr/stud/conllu/review_beauty_88_1.hr.conllu	0.657	0.586	0.186	0.451	70
reviews/hr/stud/conllu/review_beauty_93_1.hr.conllu	0.757	0.676	0.208	0.511	72
reviews/hr/stud/conllu/review_books_11_5.hr.conllu	0.828	0.741	0.190	0.349	58
reviews/hr/stud/conllu/review_books_14_4.hr.conllu	0.800	0.756	0.267	0.527	45
reviews/hr/stud/conllu/review_books_16_1.hr.conllu	0.767	0.650	0.220	0.419	59
reviews/hr/stud/conllu/review_books_172_1.hr.conllu	0.815	0.723	0.215	0.519	65
reviews/hr/stud/conllu/review_books_18_4.hr.conllu	0.776	0.659	0.167	0.431	84
reviews/hr/stud/conllu/review_books_19_4.hr.conllu	0.785	0.654	0.131	0.438	107
reviews/hr/stud/conllu/review_books_1_4.hr.conllu	0.909	0.873	0.236	0.469	55
reviews/hr/stud/conllu/review_books_233_1.hr.conllu	0.821	0.701	0.179	0.481	67
reviews/hr/stud/conllu/review_books_268_2.hr.conllu	0.817	0.688	0.129	0.468	93
reviews/hr/stud/conllu/review_books_302_2.hr.conllu	0.812	0.738	0.150	0.400	80
reviews/hr/stud/conllu/review_books_311_1.hr.conllu	0.802	0.728	0.173	0.423	81
reviews/hr/stud/conllu/review_books_5_5.hr.conllu	0.857	0.698	0.194	0.583	62
reviews/hr/stud/conllu/review_books_77_2.hr.conllu	0.700	0.613	0.163	0.398	80
reviews/hr/stud/conllu/review_books_8_4.hr.conllu	0.754	0.623	0.203	0.409	69
reviews/hr/stud/conllu/review_cd+vinyl_107_2.hr.conllu	0.823	0.742	0.226	0.583	62
reviews/hr/stud/conllu/review_cd+vinyl_110_1.hr.conllu	0.817	0.732	0.225	0.453	71
reviews/hr/stud/conllu/review_cd+vinyl_113_2.hr.conllu	0.789	0.719	0.193	0.352	57
reviews/hr/stud/conllu/review_cd+vinyl_12_5.hr.conllu	0.940	0.840	0.220	0.614	50
reviews/hr/stud/conllu/review_cd+vinyl_152_2.hr.conllu	0.825	0.702	0.246	0.421	57
reviews/hr/stud/conllu/review_cd+vinyl_156_2.hr.conllu	0.852	0.759	0.259	0.457	54
reviews/hr/stud/conllu/review_cd+vinyl_159_2.hr.conllu	0.828	0.785	0.140	0.404	93
reviews/hr/stud/conllu/review_cd+vinyl_164_1.hr.conllu	0.862	0.724	0.207	0.527	58
reviews/hr/stud/conllu/review_cd+vinyl_16_5.hr.conllu	0.674	0.618	0.159	0.352	88
reviews/hr/stud/conllu/review_cd+vinyl_17_5.hr.conllu	0.857	0.796	0.265	0.607	49
reviews/hr/stud/conllu/review_cd+vinyl_23_5.hr.conllu	0.734	0.658	0.177	0.394	79
reviews/hr/stud/conllu/review_cd+vinyl_25_5.hr.conllu	0.759	0.655	0.207	0.465	58
reviews/hr/stud/conllu/review_cd+vinyl_7_5.hr.conllu	0.727	0.673	0.236	0.485	55
reviews/hr/stud/conllu/review_cd+vinyl_8_5.hr.conllu	0.761	0.687	0.179	0.384	67
reviews/hr/stud/conllu/review_cell-phones+accessories_102_1.hr.conllu	0.646	0.596	0.143	0.328	98
